"affy_hg_u133_plus_2"	"hgnc_symbol"
"37773"	"227990_at"	"SLU7"
"37774"	"231718_at"	"SLU7"
"37775"	"205811_at"	"POLG2"
"37776"	"227803_at"	"ENPP5"
"37777"	"237054_at"	"ENPP5"
"37778"	"219394_at"	"PGS1"
"37779"	"226266_at"	"PGS1"
"37780"	"227851_s_at"	"PGS1"
"37781"	"207587_at"	"CRYGA"
"37782"	"1553741_at"	"LINC00337"
"37783"	"235944_at"	"HMCN1"
"37784"	"220314_at"	"HSFX1"
"37785"	"205625_s_at"	"CALB1"
"37786"	"205626_s_at"	"CALB1"
"37787"	"1554660_a_at"	"CNST"
"37788"	"1554661_s_at"	"CNST"
"37789"	"225551_at"	"CNST"
"37790"	"225550_at"	"CNST"
"37791"	"211005_at"	"LAT"
"37792"	"209881_s_at"	"LAT"
"37793"	"229091_s_at"	"CCNJ"
"37794"	"219470_x_at"	"CCNJ"
"37795"	"222888_at"	"CCNJ"
"37796"	"223924_at"	"TTC25"
"37797"	"229824_at"	"SHC3"
"37798"	"206330_s_at"	"SHC3"
"37799"	"243881_at"	"SHC3"
"37800"	"231886_at"	"SEPT14P21"
"37801"	"214607_at"	"PAK3"
"37802"	"229201_at"	"PAK3"
"37803"	"235071_at"	"WDR92"
"37804"	"205001_s_at"	"DDX3Y"
"37805"	"1570360_s_at"	"DDX3Y"
"37806"	"205000_at"	"DDX3Y"
"37807"	"1570359_at"	"DDX3Y"
"37808"	"211050_x_at"	"LINC01347"
"37809"	"234664_at"	"LINC01347"
"37810"	"242788_at"	"KDM4D"
"37811"	"220278_at"	"KDM4D"
"37812"	"219193_at"	"WDR70"
"37813"	"219517_at"	""
"37814"	"219518_s_at"	""
"37815"	"213413_at"	"STON1"
"37816"	"231795_at"	"STON1"
"37817"	"207356_at"	"DEFB4A"
"37818"	"205824_at"	"HSPB2"
"37819"	"234781_at"	"OR1R1P"
"37820"	"228500_at"	"THAP8"
"37821"	"217329_x_at"	"COX7BP1"
"37822"	"221386_at"	"OR3A2"
"37823"	"1562722_at"	"PRR20E"
"37824"	"217060_at"	"TRBV16"
"37825"	"210646_x_at"	"RPL13AP20"
"37826"	"212790_x_at"	"RPL13AP20"
"37827"	"211155_s_at"	"THPO"
"37828"	"211154_at"	"THPO"
"37829"	"211831_s_at"	"THPO"
"37830"	"220334_at"	"RGS17"
"37831"	"217204_at"	"RGS17"
"37832"	"215560_x_at"	"RGS17"
"37833"	"231760_at"	"LINC00029"
"37834"	"205878_at"	"POU6F1"
"37835"	"216330_s_at"	"POU6F1"
"37836"	"229809_at"	"POU6F1"
"37837"	"206614_at"	"GDF5"
"37838"	"205824_at"	"HSPB2-C11orf52"
"37839"	"238805_at"	"HSPB2-C11orf52"
"37840"	"218957_s_at"	"PAAF1"
"37841"	"1568702_a_at"	"PAAF1"
"37842"	"224230_at"	"IL36B"
"37843"	"231755_at"	"IL36B"
"37844"	"1562049_at"	""
"37845"	"1561146_at"	""
"37846"	"222388_s_at"	""
"37847"	"233864_s_at"	""
"37848"	"217727_x_at"	""
"37849"	"214253_s_at"	"DTNB"
"37850"	"215295_at"	"DTNB"
"37851"	"221456_at"	"TAS2R3"
"37852"	"231898_x_at"	"SOX2-OT"
"37853"	"205627_at"	"CDA"
"37854"	"223566_s_at"	"BCOR"
"37855"	"219433_at"	"BCOR"
"37856"	"223916_s_at"	"BCOR"
"37857"	"223915_at"	"BCOR"
"37858"	"1559877_at"	""
"37859"	"1562632_at"	""
"37860"	"1555133_at"	"FAM9A"
"37861"	"241346_at"	"ARHGAP30"
"37862"	"226219_at"	"ARHGAP30"
"37863"	"1568666_at"	""
"37864"	"226546_at"	""
"37865"	"1561165_a_at"	"DEFB108P1"
"37866"	"216062_at"	""
"37867"	"213274_s_at"	"CTSB"
"37868"	"213275_x_at"	"CTSB"
"37869"	"200838_at"	"CTSB"
"37870"	"200839_s_at"	"CTSB"
"37871"	"227961_at"	"CTSB"
"37872"	"1569835_at"	""
"37873"	"215780_s_at"	"SETP14"
"37874"	"200630_x_at"	"SETP14"
"37875"	"210231_x_at"	"SETP14"
"37876"	"225621_at"	"ALG2"
"37877"	"238805_at"	"C11orf52"
"37878"	"1557644_at"	"RUNDC3A-AS1"
"37879"	"233061_at"	"FITM2"
"37880"	"232186_at"	"FITM2"
"37881"	"226805_at"	"FITM2"
"37882"	"230876_at"	"ZNF883"
"37883"	"232682_at"	"MREG"
"37884"	"219648_at"	"MREG"
"37885"	"231256_at"	""
"37886"	"200894_s_at"	"FKBP4"
"37887"	"1560303_at"	"FKBP4"
"37888"	"200895_s_at"	"FKBP4"
"37889"	"1560305_x_at"	"FKBP4"
"37890"	"244752_at"	"ZNF438"
"37891"	"229743_at"	"ZNF438"
"37892"	"204870_s_at"	"PCSK2"
"37893"	"204869_at"	"PCSK2"
"37894"	"216715_at"	"EEF1DP5"
"37895"	"235800_at"	""
"37896"	"210437_at"	"MAGEA9"
"37897"	"207194_s_at"	"ICAM4"
"37898"	"204967_at"	"SHROOM2"
"37899"	"226597_at"	"REEP6"
"37900"	"208230_s_at"	"NRG1"
"37901"	"206237_s_at"	"NRG1"
"37902"	"206343_s_at"	"NRG1"
"37903"	"208241_at"	"NRG1"
"37904"	"208231_at"	"NRG1"
"37905"	"230964_at"	"FREM2"
"37906"	"212999_x_at"	"HLA-DQB1"
"37907"	"209480_at"	"HLA-DQB1"
"37908"	"212998_x_at"	"HLA-DQB1"
"37909"	"205380_at"	"PDZK1P1"
"37910"	"1559864_at"	"LCN6"
"37911"	"204666_s_at"	"SIKE1"
"37912"	"235294_at"	"SIKE1"
"37913"	"228026_at"	"SIKE1"
"37914"	"221705_s_at"	"SIKE1"
"37915"	"212300_at"	"TXLNA"
"37916"	"205129_at"	"NPM3"
"37917"	"219911_s_at"	"SLCO4A1"
"37918"	"221268_s_at"	"SGPP1"
"37919"	"223391_at"	"SGPP1"
"37920"	"1556410_a_at"	"KRTAP19-1"
"37921"	"232183_at"	"SERAC1"
"37922"	"1569864_at"	"SERAC1"
"37923"	"1554277_s_at"	"FANCM"
"37924"	"242711_x_at"	"FANCM"
"37925"	"234733_s_at"	"FANCM"
"37926"	"231971_at"	"FANCM"
"37927"	"216186_at"	""
"37928"	"220624_s_at"	"ELF5"
"37929"	"220625_s_at"	"ELF5"
"37930"	"206894_at"	"APOA4"
"37931"	"227747_at"	"MPZL3"
"37932"	"221272_s_at"	"C1orf21"
"37933"	"223127_s_at"	"C1orf21"
"37934"	"223126_s_at"	"C1orf21"
"37935"	"223125_s_at"	"C1orf21"
"37936"	"232143_at"	"DNM1P41"
"37937"	"228873_at"	"COL22A1"
"37938"	"242326_at"	"COL22A1"
"37939"	"243301_at"	"COL22A1"
"37940"	"236655_at"	"TPD52"
"37941"	"201688_s_at"	"TPD52"
"37942"	"201691_s_at"	"TPD52"
"37943"	"201689_s_at"	"TPD52"
"37944"	"201690_s_at"	"TPD52"
"37945"	"238794_at"	"SFR1"
"37946"	"236027_at"	"SFR1"
"37947"	"238547_at"	"HEXIM2"
"37948"	"201764_at"	"TMEM106C"
"37949"	"239831_at"	"TMEM106C"
"37950"	"204534_at"	"VTN"
"37951"	"216815_at"	""
"37952"	"222195_s_at"	"TRMO"
"37953"	"47530_at"	"TRMO"
"37954"	"215935_at"	"SPATA31A6"
"37955"	"236071_at"	"C9orf135-AS1"
"37956"	"218762_at"	"ZNF574"
"37957"	"243606_at"	"NFKBIZ"
"37958"	"223217_s_at"	"NFKBIZ"
"37959"	"223218_s_at"	"NFKBIZ"
"37960"	"222424_s_at"	"NUCKS1"
"37961"	"217802_s_at"	"NUCKS1"
"37962"	"229353_s_at"	"NUCKS1"
"37963"	"224582_s_at"	"NUCKS1"
"37964"	"224581_s_at"	"NUCKS1"
"37965"	"202504_at"	"TRIM29"
"37966"	"211002_s_at"	"TRIM29"
"37967"	"211001_at"	"TRIM29"
"37968"	"244498_x_at"	"UBE2Q2L"
"37969"	"1553199_at"	"DCAF4L2"
"37970"	"1553197_at"	"DCAF4L2"
"37971"	"219092_s_at"	"IPPK"
"37972"	"222823_at"	"IPPK"
"37973"	"222021_x_at"	"SDHAP2"
"37974"	"219494_at"	"RAD54B"
"37975"	"220549_at"	"RAD54B"
"37976"	"232428_at"	"MOGAT2"
"37977"	"224540_at"	"LACRT"
"37978"	"200745_s_at"	"GNB1"
"37979"	"200744_s_at"	"GNB1"
"37980"	"200746_s_at"	"GNB1"
"37981"	"234305_s_at"	"GSDMC"
"37982"	"201631_s_at"	"IER3"
"37983"	"236658_at"	"RPS6KA2-AS1"
"37984"	"238009_at"	"SOX5"
"37985"	"207336_at"	"SOX5"
"37986"	"1569638_at"	"SOX5"
"37987"	"205258_at"	"INHBB"
"37988"	"220923_s_at"	"PNMA3"
"37989"	"223621_at"	"PNMA3"
"37990"	"217865_at"	"RNF130"
"37991"	"230932_at"	"RNF130"
"37992"	"232192_at"	"RNF130"
"37993"	"1559537_at"	"RNF130"
"37994"	"236292_at"	"RNF130"
"37995"	"217317_s_at"	"HERC2P2"
"37996"	"209869_at"	"ADRA2A"
"37997"	"205159_at"	"CSF2RB"
"37998"	"227181_at"	"LNP1"
"37999"	"1556867_at"	"BLCAP"
"38000"	"1557522_x_at"	"BLCAP"
"38001"	"1557521_a_at"	"BLCAP"
"38002"	"201032_at"	"BLCAP"
"38003"	"220327_at"	"VGLL3"
"38004"	"227399_at"	"VGLL3"
"38005"	"220755_s_at"	"C6orf48"
"38006"	"206910_x_at"	""
"38007"	"233246_at"	"FXNP2"
"38008"	"202433_at"	"SLC35B1"
"38009"	"228922_at"	"SHF"
"38010"	"1552903_at"	"B4GALNT2"
"38011"	"1554292_a_at"	"UHRF1BP1L"
"38012"	"213118_at"	"UHRF1BP1L"
"38013"	"1554291_at"	"UHRF1BP1L"
"38014"	"1556182_x_at"	"ANKRD65"
"38015"	"1556181_at"	"ANKRD65"
"38016"	"213893_x_at"	"PMS2P6"
"38017"	"215412_x_at"	"PMS2P6"
"38018"	"210634_at"	"KLHL20"
"38019"	"210635_s_at"	"KLHL20"
"38020"	"204177_s_at"	"KLHL20"
"38021"	"204176_at"	"KLHL20"
"38022"	"207240_s_at"	"LHCGR"
"38023"	"204688_at"	"SGCE"
"38024"	"229384_at"	""
"38025"	"208809_s_at"	"C6orf62"
"38026"	"213875_x_at"	"C6orf62"
"38027"	"222703_s_at"	"YRDC"
"38028"	"218647_s_at"	"YRDC"
"38029"	"207846_at"	"POU1F1"
"38030"	"213439_x_at"	"RUNDC3A"
"38031"	"206196_s_at"	"RUNDC3A"
"38032"	"1552421_a_at"	""
"38033"	"226471_at"	"GGT7"
"38034"	"226470_at"	"GGT7"
"38035"	"226469_s_at"	"GGT7"
"38036"	"204531_s_at"	"BRCA1"
"38037"	"211851_x_at"	"BRCA1"
"38038"	"230792_at"	"FAAH2"
"38039"	"203356_at"	"CAPN7"
"38040"	"203357_s_at"	"CAPN7"
"38041"	"205812_s_at"	"TMED9"
"38042"	"208757_at"	"TMED9"
"38043"	"218667_at"	"PJA1"
"38044"	"207432_at"	"BEST2"
"38045"	"1563370_at"	""
"38046"	"204520_x_at"	"BRD1"
"38047"	"215460_x_at"	"BRD1"
"38048"	"207488_at"	""
"38049"	"219007_at"	"NUP43"
"38050"	"238474_at"	"NUP43"
"38051"	"215944_at"	"LINC01361"
"38052"	"203365_s_at"	"MMP15"
"38053"	"243883_at"	"MMP15"
"38054"	"1559883_s_at"	"SAMHD1"
"38055"	"234987_at"	"SAMHD1"
"38056"	"235529_x_at"	"SAMHD1"
"38057"	"235964_x_at"	"SAMHD1"
"38058"	"204502_at"	"SAMHD1"
"38059"	"225309_at"	"PHF5A"
"38060"	"228174_at"	"SCAI"
"38061"	"214997_at"	"SCAI"
"38062"	"241754_at"	"SCAI"
"38063"	"219512_at"	"DSN1"
"38064"	"226672_s_at"	"HDAC10"
"38065"	"232870_at"	"HDAC10"
"38066"	"204954_s_at"	"DYRK1B"
"38067"	"217270_s_at"	"DYRK1B"
"38068"	"208811_s_at"	""
"38069"	"208810_at"	""
"38070"	"1561171_a_at"	"GOLGA6L22"
"38071"	"1561170_at"	"GOLGA6L22"
"38072"	"1554883_a_at"	"ERCC8"
"38073"	"205162_at"	"ERCC8"
"38074"	"220716_at"	"ERCC8"
"38075"	"1554882_at"	"ERCC8"
"38076"	"204229_at"	"SLC17A7"
"38077"	"204230_s_at"	"SLC17A7"
"38078"	"1561979_at"	""
"38079"	"228963_at"	"RSBN1L"
"38080"	"232535_at"	"RSBN1L"
"38081"	"226387_at"	"RSBN1L"
"38082"	"232221_x_at"	"RSBN1L"
"38083"	"215949_x_at"	"IGHV3-33"
"38084"	"227320_at"	"FAM101A"
"38085"	"214755_at"	"UAP1L1"
"38086"	"1554344_s_at"	"AQP12A"
"38087"	"1559575_a_at"	"AQP12A"
"38088"	"206997_s_at"	"HS6ST1"
"38089"	"225263_at"	"HS6ST1"
"38090"	"203477_at"	"COL15A1"
"38091"	"224090_s_at"	"TNFRSF19"
"38092"	"223827_at"	"TNFRSF19"
"38093"	"227812_at"	"TNFRSF19"
"38094"	"225604_s_at"	"GLIPR2"
"38095"	"225602_at"	"GLIPR2"
"38096"	"1569297_at"	"LINC01300"
"38097"	"213435_at"	"SATB2"
"38098"	"215591_at"	"SATB2"
"38099"	"224944_at"	"TMPO"
"38100"	"209754_s_at"	"TMPO"
"38101"	"209753_s_at"	"TMPO"
"38102"	"203432_at"	"TMPO"
"38103"	"237863_at"	"TMPO"
"38104"	"221762_s_at"	"PCIF1"
"38105"	"222045_s_at"	"PCIF1"
"38106"	"89948_at"	"PCIF1"
"38107"	"222044_at"	"PCIF1"
"38108"	"243686_at"	""
"38109"	"221358_at"	"NPBWR2"
"38110"	"208550_x_at"	"KCNG2"
"38111"	"223714_at"	"ZNF256"
"38112"	"216498_at"	""
"38113"	"233116_at"	"ZFP92"
"38114"	"204346_s_at"	"RASSF1"
"38115"	"205714_s_at"	"RASSF1"
"38116"	"228710_at"	""
"38117"	"1552637_at"	"PTPN11"
"38118"	"212610_at"	"PTPN11"
"38119"	"205867_at"	"PTPN11"
"38120"	"209895_at"	"PTPN11"
"38121"	"209896_s_at"	"PTPN11"
"38122"	"205868_s_at"	"PTPN11"
"38123"	"239455_at"	""
"38124"	"222732_at"	"TRIM39"
"38125"	"1562693_at"	""
"38126"	"207182_at"	"GABRA6"
"38127"	"231166_at"	"GPR155"
"38128"	"239533_at"	"GPR155"
"38129"	"244509_at"	"GPR155"
"38130"	"241876_at"	""
"38131"	"213187_x_at"	"FTL"
"38132"	"212788_x_at"	"FTL"
"38133"	"208130_s_at"	"TBXAS1"
"38134"	"236345_at"	"TBXAS1"
"38135"	"215267_s_at"	"SLC8A2"
"38136"	"200972_at"	"TSPAN3"
"38137"	"230282_at"	"TSPAN3"
"38138"	"1558786_at"	"TSPAN3"
"38139"	"1558787_a_at"	"TSPAN3"
"38140"	"200973_s_at"	"TSPAN3"
"38141"	"225631_at"	"EEPD1"
"38142"	"1569640_s_at"	"EEPD1"
"38143"	"225630_at"	"EEPD1"
"38144"	"236996_at"	""
"38145"	"44617_at"	"OGFOD2"
"38146"	"219246_s_at"	"OGFOD2"
"38147"	"219245_s_at"	"OGFOD2"
"38148"	"216237_s_at"	"MCM5"
"38149"	"201755_at"	"MCM5"
"38150"	"215991_s_at"	"EMC1"
"38151"	"212395_s_at"	"EMC1"
"38152"	"212396_s_at"	"EMC1"
"38153"	"1556186_s_at"	"EMC1"
"38154"	"212394_at"	"EMC1"
"38155"	"227626_at"	"PAQR8"
"38156"	"226423_at"	"PAQR8"
"38157"	"221820_s_at"	"KAT8"
"38158"	"214885_at"	"KAT8"
"38159"	"217797_at"	"UFC1"
"38160"	"209417_s_at"	"IFI35"
"38161"	"207218_at"	"F9"
"38162"	"223061_at"	"CHID1"
"38163"	"1562742_at"	"LINC01362"
"38164"	"206061_s_at"	"DICER1"
"38165"	"212888_at"	"DICER1"
"38166"	"213229_at"	"DICER1"
"38167"	"216260_at"	"DICER1"
"38168"	"209300_s_at"	"NECAP1"
"38169"	"207473_at"	"MLN"
"38170"	"1563426_a_at"	""
"38171"	"214408_s_at"	"RFPL1S"
"38172"	"214120_at"	"RFPL1S"
"38173"	"221161_at"	"ASCL3"
"38174"	"215649_s_at"	"MVK"
"38175"	"36907_at"	"MVK"
"38176"	"236686_at"	"MVK"
"38177"	"204056_s_at"	"MVK"
"38178"	"228752_at"	"CRACR2A"
"38179"	"223955_at"	"CRACR2A"
"38180"	"1560874_at"	"CRACR2A"
"38181"	"232420_x_at"	"MAN1B1-AS1"
"38182"	"228972_at"	"PITPNA-AS1"
"38183"	"201083_s_at"	"BCLAF1P1"
"38184"	"214499_s_at"	"BCLAF1P1"
"38185"	"206536_s_at"	"XIAP"
"38186"	"228363_at"	"XIAP"
"38187"	"235222_x_at"	"XIAP"
"38188"	"225859_at"	"XIAP"
"38189"	"243026_x_at"	"XIAP"
"38190"	"225858_s_at"	"XIAP"
"38191"	"222781_s_at"	"C9orf40"
"38192"	"218904_s_at"	"C9orf40"
"38193"	"207934_at"	"RFPL1"
"38194"	"203120_at"	"TP53BP2"
"38195"	"236177_s_at"	"TP53BP2"
"38196"	"237312_at"	""
"38197"	"213415_at"	"CLIC2"
"38198"	"1562928_at"	""
"38199"	"230697_at"	"BBS5"
"38200"	"204495_s_at"	"C15orf39"
"38201"	"204494_s_at"	"C15orf39"
"38202"	"215087_at"	"C15orf39"
"38203"	"234825_at"	""
"38204"	"1552997_a_at"	"IQCF1"
"38205"	"206390_x_at"	"PF4"
"38206"	"228648_at"	"LRG1"
"38207"	"225384_at"	"DOCK7"
"38208"	"1562940_at"	"DOCK7"
"38209"	"237470_at"	"DOCK7"
"38210"	"226155_at"	"FAM160B1"
"38211"	"1554288_at"	"FAM160B1"
"38212"	"238142_at"	""
"38213"	"240902_at"	"LINC00641"
"38214"	"1563250_at"	""
"38215"	"220256_s_at"	"OXCT2P1"
"38216"	"218639_s_at"	"ZXDC"
"38217"	"230106_at"	"ZXDC"
"38218"	"202857_at"	""
"38219"	"209796_s_at"	""
"38220"	"234363_at"	"OR6B1"
"38221"	"202076_at"	"BIRC2"
"38222"	"1554068_s_at"	"C12orf66"
"38223"	"1554067_at"	"C12orf66"
"38224"	"235026_at"	"C12orf66"
"38225"	"224228_s_at"	"PRDM7"
"38226"	"217932_at"	"MRPS7"
"38227"	"213526_s_at"	""
"38228"	"218302_at"	""
"38229"	"202982_s_at"	"ACOT2"
"38230"	"225772_s_at"	"COX14"
"38231"	"1559593_a_at"	""
"38232"	"209080_x_at"	"GLRX3"
"38233"	"207506_at"	"GLRX3"
"38234"	"230095_at"	"GLRX3"
"38235"	"214205_x_at"	"GLRX3"
"38236"	"1553997_a_at"	"ASPHD1"
"38237"	"214993_at"	"ASPHD1"
"38238"	"230605_at"	""
"38239"	"238080_at"	"B4GALNT4"
"38240"	"208446_s_at"	"ZFYVE9"
"38241"	"204893_s_at"	"ZFYVE9"
"38242"	"201581_at"	"TMX4"
"38243"	"201580_s_at"	"TMX4"
"38244"	"216027_at"	"TMX4"
"38245"	"230611_at"	"SYPL2"
"38246"	"221569_at"	"AHI1"
"38247"	"220841_s_at"	"AHI1"
"38248"	"244699_at"	"AHI1"
"38249"	"220842_at"	"AHI1"
"38250"	"211462_s_at"	"TBL1Y"
"38251"	"211526_s_at"	"RTEL1-TNFRSF6B"
"38252"	"206467_x_at"	"RTEL1-TNFRSF6B"
"38253"	"216325_x_at"	"RTEL1-TNFRSF6B"
"38254"	"206092_x_at"	"RTEL1-TNFRSF6B"
"38255"	"213829_x_at"	"RTEL1-TNFRSF6B"
"38256"	"1568852_x_at"	"LINC01352"
"38257"	"1568851_at"	"LINC01352"
"38258"	"243875_at"	"CCDC158"
"38259"	"1554846_at"	"CCDC158"
"38260"	"221501_x_at"	"NPIPA8"
"38261"	"214870_x_at"	"NPIPA8"
"38262"	"204538_x_at"	"NPIPA8"
"38263"	"215920_s_at"	"NPIPA8"
"38264"	"201353_s_at"	"BAZ2A"
"38265"	"201354_s_at"	"BAZ2A"
"38266"	"201355_s_at"	"BAZ2A"
"38267"	"1562029_at"	""
"38268"	"204001_at"	"SNAPC3"
"38269"	"229712_at"	"SNAPC3"
"38270"	"232363_at"	"SNAPC3"
"38271"	"210465_s_at"	"SNAPC3"
"38272"	"222286_at"	"SNAPC3"
"38273"	"203764_at"	"DLGAP5"
"38274"	"237613_at"	"FOXR1"
"38275"	"219200_at"	"FASTKD3"
"38276"	"243116_at"	"PIP5KL1"
"38277"	"204412_s_at"	"NEFH"
"38278"	"33767_at"	"NEFH"
"38279"	"207014_at"	"GABRA2"
"38280"	"216039_at"	"GABRA2"
"38281"	"1554308_s_at"	"GABRA2"
"38282"	"219213_at"	"JAM2"
"38283"	"229127_at"	"JAM2"
"38284"	"223834_at"	"CD274"
"38285"	"227458_at"	"CD274"
"38286"	"225661_at"	"IFNAR1"
"38287"	"225669_at"	"IFNAR1"
"38288"	"204191_at"	"IFNAR1"
"38289"	"229860_x_at"	"C4orf48"
"38290"	"238648_at"	"LINC01287"
"38291"	"202322_s_at"	"GGPS1"
"38292"	"202321_at"	"GGPS1"
"38293"	"206442_at"	"SEMG1"
"38294"	"204996_s_at"	"CDK5R1"
"38295"	"204995_at"	"CDK5R1"
"38296"	"206531_at"	"DPF1"
"38297"	"231599_x_at"	"DPF1"
"38298"	"208030_s_at"	"ADD1"
"38299"	"214736_s_at"	"ADD1"
"38300"	"214726_x_at"	"ADD1"
"38301"	"238939_at"	"ADD1"
"38302"	"201991_s_at"	"KIF5B"
"38303"	"201992_s_at"	"KIF5B"
"38304"	"224662_at"	"KIF5B"
"38305"	"202968_s_at"	"DYRK2"
"38306"	"202971_s_at"	"DYRK2"
"38307"	"202969_at"	"DYRK2"
"38308"	"202970_at"	"DYRK2"
"38309"	"231573_at"	"FATE1"
"38310"	"221703_at"	"BRIP1"
"38311"	"235609_at"	"BRIP1"
"38312"	"223297_at"	"AMMECR1L"
"38313"	"233446_at"	"ONECUT2"
"38314"	"207676_at"	"ONECUT2"
"38315"	"230271_at"	"ONECUT2"
"38316"	"239911_at"	"ONECUT2"
"38317"	"209775_x_at"	"SLC19A1"
"38318"	"209777_s_at"	"SLC19A1"
"38319"	"1555953_at"	"SLC19A1"
"38320"	"209776_s_at"	"SLC19A1"
"38321"	"1555952_at"	"SLC19A1"
"38322"	"211576_s_at"	"SLC19A1"
"38323"	"218226_s_at"	"NDUFB4"
"38324"	"228940_at"	"NDUFB4"
"38325"	"238469_at"	"OGFRL1"
"38326"	"226810_at"	"OGFRL1"
"38327"	"219582_at"	"OGFRL1"
"38328"	"1554518_at"	"GSTCD"
"38329"	"235387_at"	"GSTCD"
"38330"	"220063_at"	"GSTCD"
"38331"	"206235_at"	"LIG4"
"38332"	"227766_at"	"LIG4"
"38333"	"1561287_at"	"LINC00561"
"38334"	"204369_at"	"PIK3CA"
"38335"	"235980_at"	"PIK3CA"
"38336"	"231854_at"	"PIK3CA"
"38337"	"209259_s_at"	""
"38338"	"222786_at"	"CHST12"
"38339"	"216460_at"	"CHST12"
"38340"	"218927_s_at"	"CHST12"
"38341"	"200665_s_at"	"SPARC"
"38342"	"212667_at"	"SPARC"
"38343"	"205090_s_at"	"NAGPA"
"38344"	"1563572_at"	""
"38345"	"220158_at"	"LGALS14"
"38346"	"200084_at"	""
"38347"	"201784_s_at"	""
"38348"	"224634_at"	"GPATCH4"
"38349"	"224632_at"	"GPATCH4"
"38350"	"221355_at"	"CHRNG"
"38351"	"1558938_at"	""
"38352"	"221521_s_at"	"GINS2"
"38353"	"243136_at"	"GINS2"
"38354"	"1557595_at"	"GINS2"
"38355"	"214498_at"	"ASIP"
"38356"	"218743_at"	"CHMP6"
"38357"	"244183_x_at"	"PCDHB3"
"38358"	"221410_x_at"	"PCDHB3"
"38359"	"1552399_a_at"	"BRF1"
"38360"	"203754_s_at"	"BRF1"
"38361"	"215677_s_at"	"BRF1"
"38362"	"215676_at"	"BRF1"
"38363"	"227678_at"	"XRCC6BP1"
"38364"	"203545_at"	"ALG8"
"38365"	"210173_at"	"PTPRJ"
"38366"	"227396_at"	"PTPRJ"
"38367"	"219338_s_at"	"LRRC49"
"38368"	"235758_at"	"PNMA6A"
"38369"	"202229_s_at"	"CHERP"
"38370"	"202230_s_at"	"CHERP"
"38371"	"1568704_a_at"	"CHERP"
"38372"	"214438_at"	"HLX"
"38373"	"207972_at"	"GLRA1"
"38374"	"240541_at"	""
"38375"	"208088_s_at"	"CFHR5"
"38376"	"223017_at"	"TXNDC12"
"38377"	"215411_s_at"	"TRAF3IP2"
"38378"	"202987_at"	"TRAF3IP2"
"38379"	"212192_at"	"KCTD12"
"38380"	"212188_at"	"KCTD12"
"38381"	"1555268_a_at"	"GRID1"
"38382"	"231977_at"	"GRID1"
"38383"	"240810_at"	"MKNK1-AS1"
"38384"	"221232_s_at"	"ANKRD2"
"38385"	"203577_at"	"GTF2H4"
"38386"	"234506_at"	""
"38387"	"223967_at"	"ANGPTL6"
"38388"	"204391_x_at"	"TRIM24"
"38389"	"213301_x_at"	"TRIM24"
"38390"	"1569316_at"	"TRIM24"
"38391"	"237473_at"	""
"38392"	"222054_at"	""
"38393"	"200599_s_at"	"HSP90B1"
"38394"	"200598_s_at"	"HSP90B1"
"38395"	"216449_x_at"	"HSP90B1"
"38396"	"210482_x_at"	"MAP2K5"
"38397"	"204756_at"	"MAP2K5"
"38398"	"211370_s_at"	"MAP2K5"
"38399"	"217349_s_at"	"PRICKLE3"
"38400"	"219478_at"	"WFDC1"
"38401"	"210415_s_at"	"ODF2"
"38402"	"225617_at"	"ODF2"
"38403"	"209464_at"	"AURKB"
"38404"	"239219_at"	"AURKB"
"38405"	"236693_at"	"MIR124-2HG"
"38406"	"242193_at"	"MIR124-2HG"
"38407"	"238661_at"	"MIR124-2HG"
"38408"	"204798_at"	"MYB"
"38409"	"215152_at"	"MYB"
"38410"	"221425_s_at"	"ISCA1P6"
"38411"	"209273_s_at"	"ISCA1P6"
"38412"	"1563945_at"	"YWHAEP7"
"38413"	"240979_at"	"YWHAEP7"
"38414"	"214146_s_at"	"PPBP"
"38415"	"229894_s_at"	"RAB43"
"38416"	"225632_s_at"	"RAB43"
"38417"	"211460_at"	"OFD1P5Y"
"38418"	"231657_s_at"	"CCDC74B"
"38419"	"227966_s_at"	"CCDC74B"
"38420"	"214966_at"	"GRIK5"
"38421"	"217509_x_at"	"GRIK5"
"38422"	"1553168_at"	"GRIK5"
"38423"	"206913_at"	"BAAT"
"38424"	"217968_at"	"TSSC1"
"38425"	"1555606_a_at"	"GDPD1"
"38426"	"1560227_at"	"GDPD1"
"38427"	"238681_at"	"GDPD1"
"38428"	"212349_at"	"POFUT1"
"38429"	"210433_at"	"POFUT1"
"38430"	"219452_at"	"DPEP2"
"38431"	"1559689_a_at"	""
"38432"	"1559688_at"	""
"38433"	"239074_at"	""
"38434"	"1557893_a_at"	"LINC01056"
"38435"	"1557892_at"	"LINC01056"
"38436"	"222075_s_at"	"OAZ3"
"38437"	"213863_s_at"	"OAZ3"
"38438"	"38707_r_at"	"E2F4"
"38439"	"202248_at"	"E2F4"
"38440"	"200931_s_at"	"VCL"
"38441"	"200930_s_at"	"VCL"
"38442"	"1555550_at"	"ZACN"
"38443"	"1570315_at"	"HCCAT5"
"38444"	"225651_at"	"UBE2E2"
"38445"	"224053_s_at"	"SLC4A9"
"38446"	"233183_at"	"SLC4A9"
"38447"	"1569823_at"	""
"38448"	"218017_s_at"	"HGSNAT"
"38449"	"222491_at"	"HGSNAT"
"38450"	"227564_at"	"HGSNAT"
"38451"	"1557064_s_at"	"HGSNAT"
"38452"	"224765_at"	"MSL1"
