"affy_hg_u133_plus_2"	"hgnc_symbol"
"13861"	"217964_at"	"TTC19"
"13862"	"237041_x_at"	"RCOR1"
"13863"	"212612_at"	"RCOR1"
"13864"	"205492_s_at"	"DPYSL4"
"13865"	"205493_s_at"	"DPYSL4"
"13866"	"231441_at"	"C7orf62"
"13867"	"205614_x_at"	"MST1P2"
"13868"	"216320_x_at"	"MST1P2"
"13869"	"213380_x_at"	"MST1P2"
"13870"	"225910_at"	"HELZ"
"13871"	"203674_at"	"HELZ"
"13872"	"243634_at"	"SMIM14"
"13873"	"224990_at"	"SMIM14"
"13874"	"224989_at"	"SMIM14"
"13875"	"227052_at"	"SMIM14"
"13876"	"1555255_a_at"	"PPIP5K1"
"13877"	"204578_at"	"PPIP5K1"
"13878"	"1566809_a_at"	""
"13879"	"1561460_at"	""
"13880"	"1553471_at"	"SLC35G3"
"13881"	"1553340_s_at"	"SLC35G3"
"13882"	"224207_x_at"	"MMP28"
"13883"	"222937_s_at"	"MMP28"
"13884"	"239273_s_at"	"MMP28"
"13885"	"219909_at"	"MMP28"
"13886"	"239272_at"	"MMP28"
"13887"	"1558330_x_at"	"TONSL"
"13888"	"1558329_at"	"TONSL"
"13889"	"218590_at"	"C10orf2"
"13890"	"233657_at"	"OPN5"
"13891"	"1568914_at"	"OPN5"
"13892"	"209360_s_at"	"RUNX1"
"13893"	"209359_x_at"	"RUNX1"
"13894"	"211181_x_at"	"RUNX1"
"13895"	"210805_x_at"	"RUNX1"
"13896"	"211180_x_at"	"RUNX1"
"13897"	"208129_x_at"	"RUNX1"
"13898"	"211620_x_at"	"RUNX1"
"13899"	"211182_x_at"	"RUNX1"
"13900"	"210365_at"	"RUNX1"
"13901"	"217263_x_at"	"RUNX1"
"13902"	"1570350_at"	"RUNX1"
"13903"	"237697_at"	"RUNX1"
"13904"	"1563591_at"	"RUNX1"
"13905"	"204597_x_at"	"STC1"
"13906"	"204596_s_at"	"STC1"
"13907"	"204595_s_at"	"STC1"
"13908"	"239377_at"	"EIF1AD"
"13909"	"223682_s_at"	"EIF1AD"
"13910"	"224932_at"	"CHCHD10"
"13911"	"217796_s_at"	"NPLOC4"
"13912"	"211522_s_at"	"GNRHR"
"13913"	"216341_s_at"	"GNRHR"
"13914"	"211523_at"	"GNRHR"
"13915"	"226992_at"	"NOSTRIN"
"13916"	"211479_s_at"	"HTR2C"
"13917"	"207307_at"	"HTR2C"
"13918"	"202023_at"	"EFNA1"
"13919"	"1556255_a_at"	""
"13920"	"219867_at"	"CHODL"
"13921"	"1559638_at"	"PIK3CD-AS1"
"13922"	"203475_at"	"CYP19A1"
"13923"	"1554296_at"	"CYP19A1"
"13924"	"240863_at"	"CYP19A1"
"13925"	"239459_s_at"	"CYP19A1"
"13926"	"239460_at"	"CYP19A1"
"13927"	"209425_at"	"C1QTNF3-AMACR"
"13928"	"209426_s_at"	"C1QTNF3-AMACR"
"13929"	"236365_at"	"C1QTNF3-AMACR"
"13930"	"209424_s_at"	"C1QTNF3-AMACR"
"13931"	"220751_s_at"	"FAXDC2"
"13932"	"48031_r_at"	"FAXDC2"
"13933"	"48030_i_at"	"FAXDC2"
"13934"	"1557341_x_at"	"PIK3CD-AS2"
"13935"	"241828_x_at"	"KRT17P7"
"13936"	"205259_at"	"NR3C2"
"13937"	"226449_at"	"CEP120"
"13938"	"1554606_at"	"CEP120"
"13939"	"219284_at"	"HSPBAP1"
"13940"	"1560246_at"	""
"13941"	"1552559_a_at"	"CDK15"
"13942"	"239201_at"	"CDK15"
"13943"	"1554826_at"	"CDK15"
"13944"	"40524_at"	"PTPN21"
"13945"	"205438_at"	"PTPN21"
"13946"	"1320_at"	"PTPN21"
"13947"	"226380_at"	"PTPN21"
"13948"	"221301_at"	"VWA7"
"13949"	"203317_at"	"PSD4"
"13950"	"215923_s_at"	"PSD4"
"13951"	"236616_at"	"PSD4"
"13952"	"217111_at"	""
"13953"	"202998_s_at"	"LOXL2"
"13954"	"202999_s_at"	"LOXL2"
"13955"	"202997_s_at"	"LOXL2"
"13956"	"231920_s_at"	"CSNK1G1"
"13957"	"221673_s_at"	"CSNK1G1"
"13958"	"226888_at"	"CSNK1G1"
"13959"	"220640_at"	"CSNK1G1"
"13960"	"237696_at"	""
"13961"	"223232_s_at"	"CGN"
"13962"	"223233_s_at"	"CGN"
"13963"	"244627_at"	"TKFC"
"13964"	"218688_at"	"TKFC"
"13965"	"222399_s_at"	"TM9SF3"
"13966"	"224755_at"	"TM9SF3"
"13967"	"217758_s_at"	"TM9SF3"
"13968"	"210456_at"	"PCYT1B"
"13969"	"232553_at"	"PCYT1B"
"13970"	"206751_s_at"	"PCYT1B"
"13971"	"1570484_at"	""
"13972"	"218235_s_at"	"UTP11L"
"13973"	"40093_at"	"BCAM"
"13974"	"203009_at"	"BCAM"
"13975"	"226143_at"	"RAI1"
"13976"	"1552558_a_at"	"RAI1"
"13977"	"219830_at"	"RAI1"
"13978"	"212305_s_at"	"MIA3"
"13979"	"212310_at"	"MIA3"
"13980"	"1569057_s_at"	"MIA3"
"13981"	"1555912_at"	"ST7-AS1"
"13982"	"225418_at"	""
"13983"	"220674_at"	"CD22"
"13984"	"38521_at"	"CD22"
"13985"	"217422_s_at"	"CD22"
"13986"	"204581_at"	"CD22"
"13987"	"225862_at"	"SLC25A26"
"13988"	"243499_at"	""
"13989"	"1555336_a_at"	"ITGA9"
"13990"	"1555335_at"	"ITGA9"
"13991"	"227297_at"	"ITGA9"
"13992"	"206009_at"	"ITGA9"
"13993"	"1562701_at"	""
"13994"	"233016_at"	""
"13995"	"237203_at"	""
"13996"	"1560978_at"	""
"13997"	"200005_at"	"EIF3D"
"13998"	"1561581_at"	""
"13999"	"239347_at"	""
"14000"	"218511_s_at"	"PNPO"
"14001"	"222653_at"	"PNPO"
"14002"	"229716_at"	"UBXN10-AS1"
"14003"	"229241_at"	"LDHD"
"14004"	"208474_at"	""
"14005"	"220365_at"	"ALLC"
"14006"	"224272_at"	""
"14007"	"234869_at"	""
"14008"	"1552675_at"	"DNAJB7"
"14009"	"226856_at"	"TMEM110-MUSTN1"
"14010"	"227127_at"	"TMEM110-MUSTN1"
"14011"	"227078_at"	"TMEM110-MUSTN1"
"14012"	"213851_at"	"TMEM110-MUSTN1"
"14013"	"1562069_at"	""
"14014"	"236485_at"	""
"14015"	"220418_at"	"UBASH3A"
"14016"	"205211_s_at"	"RIN1"
"14017"	"1553761_at"	"PRR14L"
"14018"	"1558097_at"	"PRR14L"
"14019"	"216555_at"	"PRR14L"
"14020"	"1560832_at"	"LINC01029"
"14021"	"219079_at"	"CYB5R4"
"14022"	"240020_at"	"CYB5R4"
"14023"	"236356_at"	"NDUFS1"
"14024"	"229647_at"	"NDUFS1"
"14025"	"235321_at"	"NDUFS1"
"14026"	"203039_s_at"	"NDUFS1"
"14027"	"206211_at"	"SELE"
"14028"	"200074_s_at"	"RPL14P1"
"14029"	"213588_x_at"	"RPL14P1"
"14030"	"209674_at"	"CRY1"
"14031"	"244739_at"	"RDX"
"14032"	"212397_at"	"RDX"
"14033"	"212398_at"	"RDX"
"14034"	"204969_s_at"	"RDX"
"14035"	"222115_x_at"	"GLYR1"
"14036"	"218506_x_at"	"GLYR1"
"14037"	"222652_s_at"	"GLYR1"
"14038"	"221628_s_at"	"GLYR1"
"14039"	"205888_s_at"	"JAKMIP2"
"14040"	"205889_s_at"	"JAKMIP2"
"14041"	"217308_at"	"OR1F2P"
"14042"	"201818_at"	"LPCAT1"
"14043"	"204896_s_at"	"PTGER4"
"14044"	"204897_at"	"PTGER4"
"14045"	"216380_x_at"	""
"14046"	"1554912_at"	"ESYT3"
"14047"	"239770_at"	"ESYT3"
"14048"	"1557793_at"	"ESYT3"
"14049"	"229238_at"	"C17orf97"
"14050"	"209485_s_at"	"OSBPL1A"
"14051"	"208158_s_at"	"OSBPL1A"
"14052"	"1554646_at"	"OSBPL1A"
"14053"	"242274_x_at"	"SLC25A42"
"14054"	"228921_at"	"SLC25A42"
"14055"	"226737_at"	"SLC25A42"
"14056"	"212603_at"	"MRPS31"
"14057"	"212604_at"	"MRPS31"
"14058"	"207868_at"	"CHRNA2"
"14059"	"205639_at"	"AOAH"
"14060"	"201284_s_at"	"APEH"
"14061"	"242015_x_at"	"APEH"
"14062"	"235069_at"	"TATDN3"
"14063"	"228867_at"	"TATDN3"
"14064"	"235899_at"	"CA13"
"14065"	"231270_at"	"CA13"
"14066"	"229372_at"	"GOLT1A"
"14067"	"209931_s_at"	"FKBP1B"
"14068"	"206857_s_at"	"FKBP1B"
"14069"	"1554049_s_at"	""
"14070"	"221824_s_at"	"MARCH8"
"14071"	"231933_at"	"MARCH8"
"14072"	"212306_at"	"CLASP2"
"14073"	"212308_at"	"CLASP2"
"14074"	"212309_at"	"CLASP2"
"14075"	"1555469_a_at"	"CLASP2"
"14076"	"1558759_s_at"	"CLASP2"
"14077"	"210712_at"	"LDHAL6B"
"14078"	"206761_at"	"CD96"
"14079"	"1555120_at"	"CD96"
"14080"	"209321_s_at"	"ADCY3"
"14081"	"209320_at"	"ADCY3"
"14082"	"217342_x_at"	""
"14083"	"215187_at"	""
"14084"	"220828_s_at"	""
"14085"	"206671_at"	"SAG"
"14086"	"231137_at"	"IDH3A"
"14087"	"202069_s_at"	"IDH3A"
"14088"	"202070_s_at"	"IDH3A"
"14089"	"204366_s_at"	"MPV17"
"14090"	"212429_s_at"	"MPV17"
"14091"	"216374_at"	"TSPY13P"
"14092"	"222223_s_at"	"IL36RN"
"14093"	"214978_s_at"	"PPFIA4"
"14094"	"1553986_at"	"RASEF"
"14095"	"243862_at"	"RASEF"
"14096"	"235144_at"	"RASEF"
"14097"	"222458_s_at"	"AKIRIN1"
"14098"	"222459_at"	"AKIRIN1"
"14099"	"217893_s_at"	"AKIRIN1"
"14100"	"41657_at"	"STK11"
"14101"	"231017_at"	"STK11"
"14102"	"204292_x_at"	"STK11"
"14103"	"1559311_at"	"EHMT1-IT1"
"14104"	"217353_at"	"HNRNPA1P37"
"14105"	"206768_at"	"RPL3L"
"14106"	"212159_x_at"	"AP2A2"
"14107"	"215764_x_at"	"AP2A2"
"14108"	"212161_at"	"AP2A2"
"14109"	"211779_x_at"	"AP2A2"
"14110"	"1553177_at"	"SH2D1B"
"14111"	"1553176_at"	"SH2D1B"
"14112"	"208346_at"	"PPBPP2"
"14113"	"234443_at"	"CLSTN2-AS1"
"14114"	"240361_at"	""
"14115"	"238663_x_at"	"GRIA4"
"14116"	"1569178_at"	"GRIA4"
"14117"	"208464_at"	"GRIA4"
"14118"	"202749_at"	"WRB"
"14119"	"1565608_at"	""
"14120"	"240936_at"	""
"14121"	"231232_at"	""
"14122"	"219736_at"	"TRIM36"
"14123"	"231123_at"	"TRIM36"
"14124"	"212111_at"	"STX12"
"14125"	"212112_s_at"	"STX12"
"14126"	"224807_at"	"GRAMD1A"
"14127"	"244808_at"	"GRAMD1A"
"14128"	"244320_at"	"NHLRC2"
"14129"	"219353_at"	"NHLRC2"
"14130"	"235356_at"	"NHLRC2"
"14131"	"206709_x_at"	"GPT"
"14132"	"234177_at"	""
"14133"	"241828_x_at"	""
"14134"	"223774_at"	"SNHG12"
"14135"	"223773_s_at"	"SNHG12"
"14136"	"228990_at"	"SNHG12"
"14137"	"243983_at"	""
"14138"	"236704_at"	""
"14139"	"227194_at"	"FAM3B"
"14140"	"211558_s_at"	"DHPS"
"14141"	"207831_x_at"	"DHPS"
"14142"	"202802_at"	"DHPS"
"14143"	"224691_at"	"UHMK1"
"14144"	"235003_at"	"UHMK1"
"14145"	"227740_at"	"UHMK1"
"14146"	"1552656_s_at"	"UHMK1"
"14147"	"233499_at"	"LRRC7"
"14148"	"1552666_a_at"	"LRRC7"
"14149"	"239767_at"	"LRRC7"
"14150"	"237343_at"	"LINC01304"
"14151"	"238559_at"	""
"14152"	"219718_at"	"FGGY"
"14153"	"1557802_at"	"FGGY"
"14154"	"232380_at"	"FGGY"
"14155"	"1564327_at"	""
"14156"	"210636_at"	"PPARD"
"14157"	"208044_s_at"	"PPARD"
"14158"	"37152_at"	"PPARD"
"14159"	"232122_s_at"	"VEPH1"
"14160"	"229759_s_at"	"VEPH1"
"14161"	"229760_at"	"VEPH1"
"14162"	"225334_at"	"BORCS7"
"14163"	"205142_x_at"	"ABCD1"
"14164"	"232859_s_at"	"MAGI1"
"14165"	"1555262_a_at"	"MAGI1"
"14166"	"225465_at"	"MAGI1"
"14167"	"225474_at"	"MAGI1"
"14168"	"1559256_at"	"MAGI1"
"14169"	"206144_at"	"MAGI1"
"14170"	"1559257_a_at"	"MAGI1"
"14171"	"220354_at"	"MCF2L-AS1"
"14172"	"222869_s_at"	"ELAC1"
"14173"	"219325_s_at"	"ELAC1"
"14174"	"1561454_at"	""
"14175"	"216428_x_at"	"KIR3DX1"
"14176"	"1557334_a_at"	"MCM8-AS1"
"14177"	"232004_at"	"HNRNPR"
"14178"	"208766_s_at"	"HNRNPR"
"14179"	"208765_s_at"	"HNRNPR"
"14180"	"243558_at"	"HNRNPR"
"14181"	"1557049_at"	"BTBD19"
"14182"	"203043_at"	"ZBED1"
"14183"	"1554821_a_at"	"ZBED1"
"14184"	"230281_at"	"C16orf46"
"14185"	"1553303_at"	"C16orf46"
"14186"	"225624_at"	"SNX29"
"14187"	"225608_at"	"SNX29"
"14188"	"232485_at"	"SNX29"
"14189"	"1558745_at"	"SNX29"
"14190"	"231661_at"	"REG3G"
"14191"	"223454_at"	"CXCL16"
"14192"	"201706_s_at"	"PEX19"
"14193"	"201707_at"	"PEX19"
"14194"	"1564309_at"	"LINC00486"
"14195"	"212539_at"	"CHD1L"
"14196"	"1556988_s_at"	"CHD1L"
"14197"	"207645_s_at"	"CHD1L"
"14198"	"234000_s_at"	"HACD3"
"14199"	"222404_x_at"	"HACD3"
"14200"	"217777_s_at"	"HACD3"
"14201"	"222405_at"	"HACD3"
"14202"	"230718_at"	"HSF5"
"14203"	"1560161_at"	""
"14204"	"1563002_at"	""
"14205"	"222277_at"	"C1QTNF9B-AS1"
"14206"	"231483_at"	""
"14207"	"218662_s_at"	"NCAPG"
"14208"	"218663_at"	"NCAPG"
"14209"	"242291_at"	"EIF4ENIF1"
"14210"	"218626_at"	"EIF4ENIF1"
"14211"	"212713_at"	"MFAP4"
"14212"	"1564139_at"	"A2M-AS1"
"14213"	"241206_at"	"A2M-AS1"
"14214"	"203612_at"	"BYSL"
"14215"	"241291_at"	"LINC01541"
"14216"	"208204_s_at"	"CAV3"
"14217"	"207609_s_at"	"CYP1A2"
"14218"	"207608_x_at"	"CYP1A2"
"14219"	"221327_s_at"	"OPN1LW"
"14220"	"209340_at"	"UAP1"
"14221"	"203151_at"	"MAP1A"
"14222"	"215384_s_at"	"MAP1A"
"14223"	"219908_at"	"DKK2"
"14224"	"224199_at"	"DKK2"
"14225"	"241828_x_at"	"KRT17P5"
"14226"	"1558028_x_at"	"LINC00657"
"14227"	"224597_at"	"LINC00657"
"14228"	"236608_at"	"ADGRF3"
"14229"	"1553016_at"	"ADGRF3"
"14230"	"213677_s_at"	"PMS1"
"14231"	"1554742_at"	"PMS1"
"14232"	"1554743_x_at"	"PMS1"
"14233"	"228803_at"	"PMS1"
"14234"	"243170_at"	"SPOPL"
"14235"	"225658_at"	"SPOPL"
"14236"	"225659_at"	"SPOPL"
"14237"	"1558530_at"	"LRTM2"
"14238"	"200690_at"	"HSPA9"
"14239"	"200691_s_at"	"HSPA9"
"14240"	"200692_s_at"	"HSPA9"
"14241"	"241840_at"	"HSPA9"
"14242"	"219953_s_at"	"AKIP1"
"14243"	"242515_x_at"	"AKIP1"
"14244"	"1568609_s_at"	""
"14245"	"227384_s_at"	""
"14246"	"1558588_at"	""
"14247"	"235604_x_at"	"ZNF493"
"14248"	"211064_at"	"ZNF493"
"14249"	"1558486_at"	"ZNF493"
"14250"	"240155_x_at"	"ZNF493"
"14251"	"230038_at"	"ATXN7L2"
"14252"	"204614_at"	"SERPINB2"
"14253"	"243534_at"	""
"14254"	"242798_at"	"LINC01424"
"14255"	"206634_at"	"SIX3"
"14256"	"242054_s_at"	"SIX3"
"14257"	"218313_s_at"	"GALNT7"
"14258"	"222587_s_at"	"GALNT7"
"14259"	"204632_at"	"RPS6KA4"
"14260"	"220426_at"	"C20orf195"
"14261"	"1555788_a_at"	"TRIB3"
"14262"	"218145_at"	"TRIB3"
"14263"	"232202_at"	""
"14264"	"210305_at"	""
"14265"	"231178_at"	"SPATA4"
"14266"	"232028_at"	"ZNF678"
"14267"	"230534_at"	"ZNF678"
"14268"	"1554922_at"	"ZNF678"
"14269"	"242923_at"	"ZNF678"
"14270"	"200044_at"	"SRSF9"
"14271"	"201698_s_at"	"SRSF9"
"14272"	"1563900_at"	"FAM83B"
"14273"	"243871_at"	""
"14274"	"223894_s_at"	""
"14275"	"1555371_at"	"ABCB5"
"14276"	"243167_at"	"ABCB5"
"14277"	"1569072_s_at"	"ABCB5"
"14278"	"240717_at"	"ABCB5"
"14279"	"232841_at"	""
"14280"	"214568_at"	"TPSD1"
"14281"	"208929_x_at"	"RPL13P12"
"14282"	"212734_x_at"	"RPL13P12"
"14283"	"212191_x_at"	"RPL13P12"
"14284"	"216786_at"	"FAM224A"
"14285"	"235941_s_at"	"FAM224A"
"14286"	"220160_s_at"	"KPTN"
"14287"	"214510_at"	"GPR20"
"14288"	"1563884_at"	""
"14289"	"206586_at"	"CNR2"
"14290"	"203543_s_at"	"KLF9"
"14291"	"203542_s_at"	"KLF9"
"14292"	"203541_s_at"	"KLF9"
"14293"	"201650_at"	"KRT19"
"14294"	"202804_at"	"ABCC1"
"14295"	"202805_s_at"	"ABCC1"
"14296"	"232434_at"	"DIRC3"
"14297"	"229873_at"	"KCTD21"
"14298"	"1562211_a_at"	"ZNF491"
"14299"	"215684_s_at"	"ASCC2"
"14300"	"219450_at"	"C4orf19"
"14301"	"223104_at"	"JAGN1"
"14302"	"243823_at"	""
"14303"	"206029_at"	"ANKRD1"
"14304"	"222006_at"	"LETM1"
"14305"	"218939_at"	"LETM1"
"14306"	"233439_at"	"LETM1"
"14307"	"223673_at"	"RFX4"
"14308"	"1552809_at"	"RFX4"
"14309"	"207672_at"	"RFX4"
"14310"	"221637_s_at"	"LBHD1"
"14311"	"205618_at"	"PRRG1"
"14312"	"236833_at"	"TTC16"
"14313"	"1553957_at"	""
"14314"	"202445_s_at"	"NOTCH2"
"14315"	"227067_x_at"	"NOTCH2"
"14316"	"212377_s_at"	"NOTCH2"
"14317"	"202443_x_at"	"NOTCH2"
"14318"	"210756_s_at"	"NOTCH2"
"14319"	"228057_at"	"DDIT4L"
"14320"	"211811_s_at"	"PCDHA6"
"14321"	"223435_s_at"	"PCDHA6"
"14322"	"210674_s_at"	"PCDHA6"
"14323"	"224212_s_at"	"PCDHA6"
"14324"	"213246_at"	"TMEM251"
"14325"	"1567257_at"	"OR1J2"
"14326"	"216307_at"	"DGKB"
"14327"	"1553524_at"	"DGKB"
"14328"	"220432_s_at"	"CYP39A1"
"14329"	"1553977_a_at"	"CYP39A1"
"14330"	"215175_at"	"PCNX"
"14331"	"229287_at"	"PCNX"
"14332"	"213173_at"	"PCNX"
"14333"	"213159_at"	"PCNX"
"14334"	"235082_at"	"PCNX"
"14335"	"238792_at"	"PCNX"
"14336"	"239100_x_at"	"PCNX"
"14337"	"208198_x_at"	"KIR2DS4"
"14338"	"211532_x_at"	"KIR2DS4"
"14339"	"208203_x_at"	"KIR2DS4"
"14340"	"216552_x_at"	"KIR2DS4"
"14341"	"204961_s_at"	"NCF1C"
"14342"	"214084_x_at"	"NCF1C"
"14343"	"1561713_at"	""
"14344"	"211051_s_at"	"EXTL3"
"14345"	"209202_s_at"	"EXTL3"
"14346"	"222128_at"	""
"14347"	"228071_at"	"GIMAP7"
"14348"	"1560715_at"	"P4HA3"
"14349"	"228703_at"	"P4HA3"
"14350"	"230193_at"	"WDR66"
"14351"	"1555007_s_at"	"WDR66"
"14352"	"209334_s_at"	"WDR66"
"14353"	"227561_at"	"DDR2"
"14354"	"235631_at"	"DDR2"
"14355"	"225442_at"	"DDR2"
"14356"	"244075_at"	"DDR2"
"14357"	"205168_at"	"DDR2"
"14358"	"219412_at"	"RAB38"
"14359"	"230936_at"	"DNAJB13"
"14360"	"206629_at"	"ADAMTSL2"
"14361"	"202812_at"	"GAA"
"14362"	"219066_at"	"PPCDC"
"14363"	"244049_at"	""
"14364"	"218708_at"	"NXT1"
"14365"	"224870_at"	"DANCR"
"14366"	"1560201_at"	"ZNF713"
"14367"	"234615_at"	"KLF18"
"14368"	"218222_x_at"	"ARNT"
"14369"	"210828_s_at"	"ARNT"
"14370"	"218221_at"	"ARNT"
"14371"	"230619_at"	"ARNT"
"14372"	"214106_s_at"	"GMDS"
"14373"	"204875_s_at"	"GMDS"
"14374"	"239998_at"	"C10orf53"
"14375"	"1555051_at"	"C10orf53"
"14376"	"212661_x_at"	"PPIAP22"
"14377"	"201293_x_at"	"PPIAP22"
"14378"	"211978_x_at"	"PPIAP22"
"14379"	"211765_x_at"	"PPIAP22"
"14380"	"211378_x_at"	"PPIAP22"
"14381"	"227027_at"	"GFPT1"
"14382"	"226886_at"	"GFPT1"
"14383"	"202721_s_at"	"GFPT1"
"14384"	"202722_s_at"	"GFPT1"
"14385"	"210127_at"	"RAB6B"
"14386"	"225259_at"	"RAB6B"
"14387"	"221792_at"	"RAB6B"
"14388"	"202205_at"	"VASP"
"14389"	"208312_s_at"	"PRAMEF2"
"14390"	"233881_s_at"	"TOLLIP"
"14391"	"222469_s_at"	"TOLLIP"
"14392"	"217930_s_at"	"TOLLIP"
"14393"	"237342_at"	"TOLLIP"
"14394"	"226958_s_at"	"MED11"
"14395"	"220621_at"	"FOXE3"
"14396"	"227496_at"	"NR6A1"
"14397"	"207742_s_at"	"NR6A1"
"14398"	"211402_x_at"	"NR6A1"
"14399"	"210392_x_at"	"NR6A1"
"14400"	"210391_at"	"NR6A1"
"14401"	"227494_at"	"NR6A1"
"14402"	"228894_at"	"NR6A1"
"14403"	"202022_at"	"ALDOC"
"14404"	"48580_at"	"CXXC1"
"14405"	"218058_at"	"CXXC1"
"14406"	"216553_x_at"	""
"14407"	"206287_s_at"	""
"14408"	"37201_at"	""
"14409"	"215180_at"	""
"14410"	"237230_at"	"GPHA2"
"14411"	"203115_at"	"FECH"
"14412"	"203116_s_at"	"FECH"
"14413"	"1553905_at"	"CFAP47"
"14414"	"241538_at"	"CFAP47"
"14415"	"1553466_at"	"CFAP47"
"14416"	"202707_at"	"UMPS"
"14417"	"202706_s_at"	"UMPS"
"14418"	"215165_x_at"	"UMPS"
"14419"	"239800_at"	"UMPS"
"14420"	"204440_at"	"CD83"
"14421"	"201887_at"	"IL13RA1"
"14422"	"201888_s_at"	"IL13RA1"
"14423"	"211612_s_at"	"IL13RA1"
"14424"	"210904_s_at"	"IL13RA1"
"14425"	"214468_at"	"MYH6"
"14426"	"204737_s_at"	"MYH6"
"14427"	"219120_at"	"C2orf44"
"14428"	"206907_at"	"TNFSF9"
"14429"	"212647_at"	"RRAS"
"14430"	"235643_at"	"SAMD9L"
"14431"	"226603_at"	"SAMD9L"
"14432"	"230036_at"	"SAMD9L"
"14433"	"1560419_at"	""
"14434"	"219934_s_at"	"SULT1E1"
"14435"	"222940_at"	"SULT1E1"
"14436"	"208901_s_at"	"TOP1"
"14437"	"226856_at"	"MUSTN1"
"14438"	"202260_s_at"	"STXBP1"
"14439"	"206825_at"	"OXTR"
"14440"	"1562914_a_at"	"LINC00905"
"14441"	"232969_at"	"CARD8"
"14442"	"204950_at"	"CARD8"
"14443"	"1554479_a_at"	"CARD8"
"14444"	"228641_at"	"CARD8"
"14445"	"215005_at"	"NECAB2"
"14446"	"204618_s_at"	"GABPB1"
"14447"	"206173_x_at"	"GABPB1"
"14448"	"236164_at"	"GABPB1"
"14449"	"205511_at"	"GABPB1"
"14450"	"205510_s_at"	"GABPB1"
"14451"	"205922_at"	"VNN2"
"14452"	"214572_s_at"	"INSL3"
"14453"	"1553594_a_at"	"INSL3"
"14454"	"214400_at"	"INSL3"
"14455"	"209264_s_at"	"TSPAN4"
"14456"	"209263_x_at"	"TSPAN4"
"14457"	"215955_x_at"	"ARHGAP26"
"14458"	"226576_at"	"ARHGAP26"
"14459"	"205068_s_at"	"ARHGAP26"
"14460"	"205069_s_at"	"ARHGAP26"
"14461"	"216470_x_at"	"PRSS3P1"
"14462"	"1562443_at"	"CLVS2"
"14463"	"1553484_at"	"LINC00477"
"14464"	"203946_s_at"	"ARG2"
"14465"	"203945_at"	"ARG2"
"14466"	"221053_s_at"	"TDRKH"
"14467"	"221052_at"	"TDRKH"
"14468"	"223530_at"	"TDRKH"
"14469"	"235205_at"	""
"14470"	"237328_at"	"C14orf105"
"14471"	"220084_at"	"C14orf105"
"14472"	"1569434_at"	"C14orf105"
"14473"	"1562403_a_at"	"SLC8A3"
"14474"	"1568859_a_at"	"SLC8A3"
"14475"	"200763_s_at"	""
"14476"	"210718_s_at"	"ARL17A"
"14477"	"243899_at"	"ARL17A"
"14478"	"1554245_x_at"	"ARL17A"
"14479"	"1555964_at"	"ARL17A"
"14480"	"229028_s_at"	"ARL17A"
"14481"	"232987_at"	"ARL17A"
"14482"	"231827_at"	"MCM8"
"14483"	"232198_at"	"MCM8"
"14484"	"233560_x_at"	"MCM8"
"14485"	"224320_s_at"	"MCM8"
"14486"	"213429_at"	"BICC1"
"14487"	"220580_at"	"BICC1"
"14488"	"203095_at"	"MTIF2"
"14489"	"200758_s_at"	"NFE2L1"
"14490"	"200759_x_at"	"NFE2L1"
"14491"	"214179_s_at"	"NFE2L1"
"14492"	"1557823_s_at"	""
"14493"	"1557822_at"	""
"14494"	"219490_s_at"	"DCLRE1B"
"14495"	"222889_at"	"DCLRE1B"
"14496"	"219185_at"	"SIRT5"
"14497"	"221010_s_at"	"SIRT5"
"14498"	"229112_at"	"SIRT5"
"14499"	"225187_at"	"CCAR2"
"14500"	"231642_at"	"C6orf201"
"14501"	"216522_at"	"OR2B6"
"14502"	"216473_x_at"	"DUX4L24"
"14503"	"216490_x_at"	"RPLP2P1"
"14504"	"1558412_at"	""
"14505"	"231847_at"	"ANKRD54"
"14506"	"202416_at"	"DNAJC7"
"14507"	"1556053_at"	"DNAJC7"
"14508"	"219414_at"	"CLSTN2"
"14509"	"229580_at"	"CLSTN2"
"14510"	"1553094_at"	"TAC4"
"14511"	"1568904_at"	""
"14512"	"1567284_at"	"OR1J4"
"14513"	"208887_at"	"EIF3G"
"14514"	"1554214_at"	""
"14515"	"237423_at"	"RSPO4"
"14516"	"1552755_at"	"C9orf66"
"14517"	"1552757_s_at"	"C9orf66"
"14518"	"221503_s_at"	"KPNA3"
"14519"	"221502_at"	"KPNA3"
"14520"	"202614_at"	"SLC30A9"
"14521"	"229500_at"	"SLC30A9"
"14522"	"208009_s_at"	"ARHGEF16"
"14523"	"211434_s_at"	"CCRL2"
"14524"	"234865_at"	"TRBV25-1"
"14525"	"202598_at"	""
"14526"	"1553111_a_at"	"KBTBD6"
"14527"	"226479_at"	"KBTBD6"
"14528"	"1556452_a_at"	"LINC00928"
"14529"	"1569953_at"	""
"14530"	"203613_s_at"	"NDUFB6"
"14531"	"218330_s_at"	"NAV2"
"14532"	"222599_s_at"	"NAV2"
"14533"	"222598_s_at"	"NAV2"
"14534"	"228885_at"	"MAMDC2"
"14535"	"211688_x_at"	"KIR3DL2"
"14536"	"216907_x_at"	"KIR3DL2"
"14537"	"207313_x_at"	"KIR3DL2"
"14538"	"207314_x_at"	"KIR3DL2"
"14539"	"224627_at"	"GBA2"
"14540"	"223921_s_at"	"GBA2"
"14541"	"203140_at"	"BCL6"
"14542"	"215990_s_at"	"BCL6"
